matchid,homeawaystatus,teamid,teamname,local_count,local_mins,local_starters,local_sub,local_bench,foreign_count,foreign_mins,foreign_starters,foreign_sub,foreign_bench,local_forward_mins,local_midfield_mins,local_defender_mins,local_goalkeeper_mins,foreign_forward_mins,foreign_midfield_mins,foreign_defender_mins,foreign_goalkeeper_mins,shots,fouls,corners,redCards,yellowCards,offsides,dribbles,goals,xgPerShot,avgDistance,xg,progressiveRuns,touchesInBox,foulsSuffered,shotsOnTarget,shotsBlocked,shotsOutsideBox,shotsOutsideBoxOnTarget,shotsOnPost,shotsWide,shotsFromBox,shotsFromBoxOnTarget,freeKicks,shotsFromDangerZone,totalThrowIns,leftThrowIns,rightThrowIns,possessionPercent,purePossessionTime,possessionNumber,avgPossessionDuration,reachingOpponentHalf,reachingOpponentBox,possession1-15,possession16-30,possession31-45,possession46-60,possession61-75,possession76-90,possession91-105,possession106-120,minutesOfPossession1-15,minutesOfPossession16-30,minutesOfPossession31-45,minutesOfPossession46-60,minutesOfPossession61-75,minutesOfPossession76-90,minutesOfPossession91-105,minutesOfPossession106-120,totalshots,withShots,positionalAttack,positionalWithShots,counterAttacks,freeKicksWithShot,cornersWithShot,tackles,interceptions,clearances,ppda,oppo_shots,oppo_fouls,oppo_corners,oppo_redCards,oppo_yellowCards,oppo_offsides,oppo_dribbles,oppo_goals,oppo_xgPerShot,oppo_avgDistance,oppo_xg,oppo_progressiveRuns,oppo_touchesInBox,oppo_foulsSuffered,oppo_shotsOnTarget,oppo_shotsBlocked,oppo_shotsOutsideBox,oppo_shotsOutsideBoxOnTarget,oppo_shotsOnPost,oppo_shotsWide,oppo_shotsFromBox,oppo_shotsFromBoxOnTarget,oppo_freeKicks,oppo_shotsFromDangerZone,oppo_totalThrowIns,oppo_leftThrowIns,oppo_rightThrowIns,oppo_possessionPercent,oppo_purePossessionTime,oppo_possessionNumber,oppo_avgPossessionDuration,oppo_reachingOpponentHalf,oppo_reachingOpponentBox,oppo_possession1-15,oppo_possession16-30,oppo_possession31-45,oppo_possession46-60,oppo_possession61-75,oppo_possession76-90,oppo_possession91-105,oppo_possession106-120,oppo_minutesOfPossession1-15,oppo_minutesOfPossession16-30,oppo_minutesOfPossession31-45,oppo_minutesOfPossession46-60,oppo_minutesOfPossession61-75,oppo_minutesOfPossession76-90,oppo_minutesOfPossession91-105,oppo_minutesOfPossession106-120,oppo_totalshots,oppo_withShots,oppo_positionalAttack,oppo_positionalWithShots,oppo_counterAttacks,oppo_freeKicksWithShot,oppo_cornersWithShot,oppo_tackles,oppo_interceptions,oppo_clearances,oppo_ppda,season
5462463,away,19382,Brunei DPMM,0,0,0,0,0,20,990,11,5,4,0,0,0,0,101,523,276,90,7,14,5,0,3,1,18,0,0.125,18.3,0.8769,9,10,13,2,1,2,0,0,4,5,2,5,2,12,3,9,48,21:09:00,102,0:12:00,51,9,38,41,61,55,32,59,0,0,2:14:00,3:09:00,4:22:00,4:51:00,2:13:00,4:17:00,0:00:00,0:00:00,34,6,24,2,2,4,0,1,36,21,9.1,7,14,5,0,3,1,18,0,0.125,18.3,0.8769,9,10,13,2,1,2,0,0,4,5,2,5,2,12,3,9,48,21:09:00,102,0:12:00,51,9,38,41,61,55,32,59,0,0,2:14:00,3:09:00,4:22:00,4:51:00,2:13:00,4:17:00,0:00:00,0:00:00,34,6,24,2,2,4,0,1,36,21,9.1,2023
5462464,home,14873,Tanjong Pagar Utd,16,720,8,5,3,4,270,3,0,1,76,123,431,90,90,90,90,0,24,15,16,0,1,2,24,4,0.117,19.2,2.814,17,33,6,12,8,11,3,0,4,13,9,4,11,10,3,7,64,"1 day, 3:37:00",101,0:16:00,73,24,73,78,70,42,52,55,0,0,6:33:00,7:18:00,4:29:00,2:01:00,3:43:00,3:31:00,0:00:00,0:00:00,63,23,44,12,0,2,3,0,29,14,5.2,24,15,16,0,1,2,24,4,0.117,19.2,2.814,17,33,6,12,8,11,3,0,4,13,9,4,11,10,3,7,64,"1 day, 3:37:00",101,0:16:00,73,24,73,78,70,42,52,55,0,0,6:33:00,7:18:00,4:29:00,2:01:00,3:43:00,3:31:00,0:00:00,0:00:00,63,23,44,12,0,2,3,0,29,14,5.2,2023
5462464,away,14866,Albirex Niigata,5,47,1,1,3,15,943,10,4,1,47,0,0,0,224,269,360,90,6,7,0,0,3,4,23,0,0.088,18.2,0.5269,5,9,14,1,0,1,1,0,5,5,0,6,3,20,6,14,36,15:26:00,102,0:09:00,33,7,27,22,30,58,48,45,0,0,2:24:00,2:02:00,1:55:00,2:44:00,3:29:00,2:50:00,0:00:00,0:00:00,26,6,17,3,0,3,0,3,60,22,24.8,6,7,0,0,3,4,23,0,0.088,18.2,0.5269,5,9,14,1,0,1,1,0,5,5,0,6,3,20,6,14,36,15:26:00,102,0:09:00,33,7,27,22,30,58,48,45,0,0,2:24:00,2:02:00,1:55:00,2:44:00,3:29:00,2:50:00,0:00:00,0:00:00,26,6,17,3,0,3,0,3,60,22,24.8,2023
5462465,home,14875,Hougang United,17,720,8,4,5,3,270,3,0,0,114,319,197,90,180,0,90,0,23,8,7,0,0,0,38,3,0.142,17.9,3.277,25,36,4,7,5,11,3,2,9,12,4,0,10,14,4,10,58,"1 day, 10:07:00",96,0:21:00,78,22,72,59,52,55,43,60,0,0,7:47:00,6:06:00,5:13:00,4:27:00,3:02:00,7:31:00,0:00:00,0:00:00,62,23,53,19,0,0,1,2,31,14,9.7,23,8,7,0,0,0,38,3,0.142,17.9,3.277,25,36,4,7,5,11,3,2,9,12,4,0,10,14,4,10,58,"1 day, 10:07:00",96,0:21:00,78,22,72,59,52,55,43,60,0,0,7:47:00,6:06:00,5:13:00,4:27:00,3:02:00,7:31:00,0:00:00,0:00:00,62,23,53,19,0,0,1,2,31,14,9.7,2023
5462465,away,14869,Lion City Sailors,16,719,8,4,4,4,271,3,1,0,84,345,200,90,96,85,90,0,0,4,3,0,0,2,22,0,0,0,0,8,6,7,0,0,0,0,0,0,0,0,0,0,20,12,8,42,"1 day, 0:43:00",97,0:15:00,39,5,28,41,48,45,57,40,0,0,3:00:00,4:13:00,4:45:00,3:41:00,3:59:00,5:03:00,0:00:00,0:00:00,19,0,13,0,0,0,0,3,44,27,17.6,0,4,3,0,0,2,22,0,0,0,0,8,6,7,0,0,0,0,0,0,0,0,0,0,20,12,8,42,"1 day, 0:43:00",97,0:15:00,39,5,28,41,48,45,57,40,0,0,3:00:00,4:13:00,4:45:00,3:41:00,3:59:00,5:03:00,0:00:00,0:00:00,19,0,13,0,0,0,0,3,44,27,17.6,2023
5462470,home,14866,Albirex Niigata,6,94,2,0,4,14,859,9,5,0,46,0,0,48,224,227,368,40,21,12,8,0,2,2,30,1,0.082,21.2,1.712,19,31,13,9,7,11,2,0,5,10,7,1,4,19,8,11,59,"1 day, 4:12:00",107,0:15:00,68,23,59,57,57,70,47,67,0,0,4:27:00,4:41:00,4:45:00,3:21:00,3:51:00,7:04:00,0:00:00,0:00:00,56,19,33,11,3,1,3,3,23,13,7.3,21,12,8,0,2,2,30,1,0.082,21.2,1.712,19,31,13,9,7,11,2,0,5,10,7,1,4,19,8,11,59,"1 day, 4:12:00",107,0:15:00,68,23,59,57,57,70,47,67,0,0,4:27:00,4:41:00,4:45:00,3:21:00,3:51:00,7:04:00,0:00:00,0:00:00,56,19,33,11,3,1,3,3,23,13,7.3,2023
5462470,away,14868,Tampines Rovers,15,720,8,2,5,4,270,3,0,1,90,450,90,90,90,90,90,0,8,15,4,1,3,2,23,1,0.143,16,1.145,16,13,12,3,1,3,0,1,3,5,3,3,4,18,5,13,41,19:40:00,98,0:12:00,48,11,41,43,43,30,53,33,0,0,3:05:00,3:33:00,3:36:00,1:28:00,4:23:00,3:33:00,0:00:00,0:00:00,29,7,16,4,1,2,0,1,41,19,16.6,8,15,4,1,3,2,23,1,0.143,16,1.145,16,13,12,3,1,3,0,1,3,5,3,3,4,18,5,13,41,19:40:00,98,0:12:00,48,11,41,43,43,30,53,33,0,0,3:05:00,3:33:00,3:36:00,1:28:00,4:23:00,3:33:00,0:00:00,0:00:00,29,7,16,4,1,2,0,1,41,19,16.6,2023
5462471,home,19382,Brunei DPMM,0,0,0,0,0,20,990,11,2,7,0,0,0,0,117,567,216,90,13,10,3,0,3,2,25,2,0.193,18.3,2.515,13,18,12,6,2,5,1,0,5,8,5,2,6,14,10,4,51,22:41:00,100,0:13:00,65,16,40,57,66,57,47,36,0,0,3:23:00,4:02:00,6:55:00,2:41:00,2:45:00,2:52:00,0:00:00,0:00:00,52,11,36,7,7,1,0,1,36,17,9,13,10,3,0,3,2,25,2,0.193,18.3,2.515,13,18,12,6,2,5,1,0,5,8,5,2,6,14,10,4,51,22:41:00,100,0:13:00,65,16,40,57,66,57,47,36,0,0,3:23:00,4:02:00,6:55:00,2:41:00,2:45:00,2:52:00,0:00:00,0:00:00,52,11,36,7,7,1,0,1,36,17,9,2023
5462471,away,14870,Geylang International,15,697,7,3,5,4,360,4,0,0,181,244,182,90,0,270,90,0,18,12,4,0,1,3,30,0,0.129,16,2.325,24,27,9,4,4,8,1,0,10,10,3,3,10,25,14,11,49,21:53:00,103,0:12:00,57,19,60,43,34,43,53,64,0,0,5:00:00,3:03:00,3:32:00,2:03:00,3:07:00,5:05:00,0:00:00,0:00:00,40,18,31,13,1,1,2,3,38,11,7.3,18,12,4,0,1,3,30,0,0.129,16,2.325,24,27,9,4,4,8,1,0,10,10,3,3,10,25,14,11,49,21:53:00,103,0:12:00,57,19,60,43,34,43,53,64,0,0,5:00:00,3:03:00,3:32:00,2:03:00,3:07:00,5:05:00,0:00:00,0:00:00,40,18,31,13,1,1,2,3,38,11,7.3,2023
5462472,home,14866,Albirex Niigata,6,161,1,3,2,14,829,10,2,2,90,71,0,0,180,199,360,90,10,13,2,0,2,4,21,2,0.166,16.6,1.664,8,19,12,6,1,3,1,0,3,7,5,1,5,12,9,3,41,19:25:00,89,0:13:00,37,13,46,22,35,36,56,53,0,0,4:07:00,1:51:00,2:20:00,3:07:00,3:33:00,4:26:00,0:00:00,0:00:00,26,9,18,7,1,0,1,6,45,23,14.6,10,13,2,0,2,4,21,2,0.166,16.6,1.664,8,19,12,6,1,3,1,0,3,7,5,1,5,12,9,3,41,19:25:00,89,0:13:00,37,13,46,22,35,36,56,53,0,0,4:07:00,1:51:00,2:20:00,3:07:00,3:33:00,4:26:00,0:00:00,0:00:00,26,9,18,7,1,0,1,6,45,23,14.6,2023
5462472,away,14867,Young Lions,17,720,8,3,6,3,270,3,0,0,61,238,331,90,0,90,90,0,18,12,12,0,1,2,25,4,0.105,17.6,1.894,14,28,10,6,5,7,0,0,7,11,6,4,5,17,10,7,59,"1 day, 4:00:00",94,0:17:00,61,20,54,78,65,64,44,47,0,0,4:45:00,6:27:00,4:24:00,5:37:00,2:45:00,4:00:00,0:00:00,0:00:00,51,16,35,9,0,4,4,0,26,9,7.8,18,12,12,0,1,2,25,4,0.105,17.6,1.894,14,28,10,6,5,7,0,0,7,11,6,4,5,17,10,7,59,"1 day, 4:00:00",94,0:17:00,61,20,54,78,65,64,44,47,0,0,4:45:00,6:27:00,4:24:00,5:37:00,2:45:00,4:00:00,0:00:00,0:00:00,51,16,35,9,0,4,4,0,26,9,7.8,2023
5462473,home,14873,Tanjong Pagar Utd,17,835,9,5,3,2,155,2,0,0,115,184,446,90,65,90,0,0,5,6,4,0,3,1,17,1,0.072,19.3,0.3613,9,4,8,3,1,3,1,0,1,2,2,2,2,8,2,6,36,18:54:00,85,0:13:00,35,4,38,29,47,21,56,41,0,0,3:54:00,2:13:00,4:29:00,2:16:00,1:49:00,4:12:00,0:00:00,0:00:00,16,5,10,2,0,1,1,2,43,17,22.1,5,6,4,0,3,1,17,1,0.072,19.3,0.3613,9,4,8,3,1,3,1,0,1,2,2,2,2,8,2,6,36,18:54:00,85,0:13:00,35,4,38,29,47,21,56,41,0,0,3:54:00,2:13:00,4:29:00,2:16:00,1:49:00,4:12:00,0:00:00,0:00:00,16,5,10,2,0,1,1,2,43,17,22.1,2023
5462473,away,14869,Lion City Sailors,18,810,9,5,4,2,180,2,0,0,90,345,281,90,90,90,0,0,24,8,3,0,1,1,20,7,0.203,14.3,4.877,19,38,5,12,2,6,1,1,9,18,11,1,15,28,18,10,64,"1 day, 9:03:00",91,0:21:00,77,26,62,71,53,79,44,59,0,0,6:19:00,5:32:00,5:03:00,8:39:00,1:24:00,6:03:00,0:00:00,0:00:00,58,23,45,17,4,1,3,2,27,8,8.3,24,8,3,0,1,1,20,7,0.203,14.3,4.877,19,38,5,12,2,6,1,1,9,18,11,1,15,28,18,10,64,"1 day, 9:03:00",91,0:21:00,77,26,62,71,53,79,44,59,0,0,6:19:00,5:32:00,5:03:00,8:39:00,1:24:00,6:03:00,0:00:00,0:00:00,58,23,45,17,4,1,3,2,27,8,8.3,2023
5462474,home,14875,Hougang United,17,720,8,3,6,3,270,3,0,0,90,360,180,90,180,0,90,0,19,14,10,0,5,3,23,1,0.165,17.8,3.133,13,20,14,6,8,10,3,0,5,9,3,5,7,16,9,7,56,22:55:00,104,0:13:00,58,12,62,69,53,64,54,45,0,0,5:05:00,2:26:00,4:49:00,3:38:00,3:24:00,3:31:00,0:00:00,0:00:00,41,18,27,10,3,1,3,7,33,14,8.5,19,14,10,0,5,3,23,1,0.165,17.8,3.133,13,20,14,6,8,10,3,0,5,9,3,5,7,16,9,7,56,22:55:00,104,0:13:00,58,12,62,69,53,64,54,45,0,0,5:05:00,2:26:00,4:49:00,3:38:00,3:24:00,3:31:00,0:00:00,0:00:00,41,18,27,10,3,1,3,7,33,14,8.5,2023
5462474,away,14871,Balestier Khalsa,16,630,7,2,7,4,360,4,0,0,80,190,270,90,90,270,0,0,16,16,8,0,1,1,33,3,0.139,15.6,2.231,12,26,12,10,3,6,3,0,3,10,7,5,8,16,8,8,44,17:47:00,100,0:10:00,58,21,38,31,47,36,46,55,0,0,3:04:00,1:05:00,4:17:00,2:03:00,2:53:00,4:22:00,0:00:00,0:00:00,43,15,23,9,7,2,2,1,42,15,8.2,16,16,8,0,1,1,33,3,0.139,15.6,2.231,12,26,12,10,3,6,3,0,3,10,7,5,8,16,8,8,44,17:47:00,100,0:10:00,58,21,38,31,47,36,46,55,0,0,3:04:00,1:05:00,4:17:00,2:03:00,2:53:00,4:22:00,0:00:00,0:00:00,43,15,23,9,7,2,2,1,42,15,8.2,2023
5462475,home,14868,Tampines Rovers,16,693,8,2,6,4,297,3,1,0,163,339,101,90,90,90,117,0,8,9,3,0,1,2,25,1,0.081,17.5,0.6442,8,9,12,4,3,2,0,0,1,6,4,3,3,11,5,6,42,21:43:00,100,0:13:00,42,9,44,53,55,31,38,31,0,0,4:21:00,3:22:00,6:09:00,2:49:00,1:54:00,3:06:00,0:00:00,0:00:00,30,8,19,5,1,0,1,5,52,12,21,8,9,3,0,1,2,25,1,0.081,17.5,0.6442,8,9,12,4,3,2,0,0,1,6,4,3,3,11,5,6,42,21:43:00,100,0:13:00,42,9,44,53,55,31,38,31,0,0,4:21:00,3:22:00,6:09:00,2:49:00,1:54:00,3:06:00,0:00:00,0:00:00,30,8,19,5,1,0,1,5,52,12,21,2023
5462475,away,14870,Geylang International,16,696,7,4,5,4,298,4,0,0,153,336,117,90,0,208,90,0,19,14,4,0,0,3,33,1,0.104,21,1.982,26,33,9,4,7,9,1,2,6,10,3,2,6,23,9,14,58,"1 day, 5:56:00",102,0:17:00,73,27,56,47,45,69,62,69,0,0,5:37:00,2:59:00,5:01:00,6:24:00,3:03:00,6:49:00,0:00:00,0:00:00,58,18,45,14,1,1,1,3,46,13,6.9,19,14,4,0,0,3,33,1,0.104,21,1.982,26,33,9,4,7,9,1,2,6,10,3,2,6,23,9,14,58,"1 day, 5:56:00",102,0:17:00,73,27,56,47,45,69,62,69,0,0,5:37:00,2:59:00,5:01:00,6:24:00,3:03:00,6:49:00,0:00:00,0:00:00,58,18,45,14,1,1,1,3,46,13,6.9,2023
5462476,home,14875,Hougang United,17,725,8,2,7,3,270,3,0,0,90,365,180,90,180,0,90,0,13,15,7,0,2,1,33,0,0.185,15.9,2.409,10,17,12,7,3,5,2,0,3,8,5,1,6,13,7,6,33,18:02:00,96,0:11:00,47,15,35,32,39,24,18,42,0,0,3:22:00,2:43:00,3:50:00,2:00:00,1:27:00,4:37:00,0:00:00,0:00:00,31,13,18,4,2,1,2,1,48,15,26.6,13,15,7,0,2,1,33,0,0.185,15.9,2.409,10,17,12,7,3,5,2,0,3,8,5,1,6,13,7,6,33,18:02:00,96,0:11:00,47,15,35,32,39,24,18,42,0,0,3:22:00,2:43:00,3:50:00,2:00:00,1:27:00,4:37:00,0:00:00,0:00:00,31,13,18,4,2,1,2,1,48,15,26.6,2023
5462476,away,14868,Tampines Rovers,17,731,8,4,5,3,270,3,0,0,161,364,116,90,90,90,90,0,15,12,11,0,1,3,35,1,0.083,17.8,1.242,45,29,13,4,4,6,0,0,7,9,4,3,5,17,9,8,67,"1 day, 13:05:00",101,0:22:00,74,27,65,68,61,76,82,58,0,0,6:12:00,5:39:00,6:04:00,6:24:00,6:28:00,6:16:00,0:00:00,0:00:00,61,14,37,7,2,2,4,8,33,12,6.3,15,12,11,0,1,3,35,1,0.083,17.8,1.242,45,29,13,4,4,6,0,0,7,9,4,3,5,17,9,8,67,"1 day, 13:05:00",101,0:22:00,74,27,65,68,61,76,82,58,0,0,6:12:00,5:39:00,6:04:00,6:24:00,6:28:00,6:16:00,0:00:00,0:00:00,61,14,37,7,2,2,4,8,33,12,6.3,2023
5462477,home,14873,Tanjong Pagar Utd,15,720,8,2,5,4,270,3,0,1,121,149,360,90,90,90,90,0,19,12,3,0,3,2,19,2,0.138,18.4,2.619,11,26,13,4,2,7,1,0,13,12,3,4,11,18,7,11,55,19:14:00,108,0:10:00,65,19,42,66,39,49,47,79,0,0,2:44:00,3:22:00,2:31:00,1:58:00,2:14:00,6:22:00,0:00:00,0:00:00,45,18,32,13,0,2,1,1,41,26,5.7,19,12,3,0,3,2,19,2,0.138,18.4,2.619,11,26,13,4,2,7,1,0,13,12,3,4,11,18,7,11,55,19:14:00,108,0:10:00,65,19,42,66,39,49,47,79,0,0,2:44:00,3:22:00,2:31:00,1:58:00,2:14:00,6:22:00,0:00:00,0:00:00,45,18,32,13,0,2,1,1,41,26,5.7,2023
5462477,away,14871,Balestier Khalsa,16,618,7,0,9,4,360,4,0,0,78,180,270,90,90,270,0,0,14,14,4,1,3,1,13,3,0.151,15.2,2.11,9,16,9,5,3,5,1,0,6,9,4,2,7,16,7,9,45,15:48:00,97,0:09:00,50,14,58,34,61,51,53,21,0,0,3:45:00,1:44:00,4:01:00,2:03:00,2:30:00,1:42:00,0:00:00,0:00:00,37,12,25,9,3,1,1,0,36,25,7.9,14,14,4,1,3,1,13,3,0.151,15.2,2.11,9,16,9,5,3,5,1,0,6,9,4,2,7,16,7,9,45,15:48:00,97,0:09:00,50,14,58,34,61,51,53,21,0,0,3:45:00,1:44:00,4:01:00,2:03:00,2:30:00,1:42:00,0:00:00,0:00:00,37,12,25,9,3,1,1,0,36,25,7.9,2023
5462478,home,14867,Young Lions,17,720,8,4,5,3,270,3,0,0,64,296,270,90,0,90,90,0,8,5,4,0,3,3,10,0,0.123,16.5,0.9878,3,12,9,4,1,3,2,0,3,5,2,4,4,11,5,6,33,15:51:00,98,0:09:00,36,11,31,31,34,35,23,44,0,0,2:39:00,2:17:00,3:23:00,2:28:00,1:48:00,3:13:00,0:00:00,0:00:00,21,8,11,3,1,2,1,0,67,21,17.5,8,5,4,0,3,3,10,0,0.123,16.5,0.9878,3,12,9,4,1,3,2,0,3,5,2,4,4,11,5,6,33,15:51:00,98,0:09:00,36,11,31,31,34,35,23,44,0,0,2:39:00,2:17:00,3:23:00,2:28:00,1:48:00,3:13:00,0:00:00,0:00:00,21,8,11,3,1,2,1,0,67,21,17.5,2023
5462478,away,14869,Lion City Sailors,18,810,9,4,5,2,180,2,0,0,90,343,287,90,90,90,0,0,22,9,9,0,2,0,27,4,0.16,14.8,3.519,22,45,4,7,7,7,1,1,7,15,6,2,12,23,10,13,67,"1 day, 8:07:00",105,0:18:00,83,34,69,69,66,65,77,56,0,0,5:54:00,5:03:00,6:31:00,4:34:00,6:02:00,4:02:00,0:00:00,0:00:00,66,22,46,14,2,1,3,1,41,4,5.7,22,9,9,0,2,0,27,4,0.16,14.8,3.519,22,45,4,7,7,7,1,1,7,15,6,2,12,23,10,13,67,"1 day, 8:07:00",105,0:18:00,83,34,69,69,66,65,77,56,0,0,5:54:00,5:03:00,6:31:00,4:34:00,6:02:00,4:02:00,0:00:00,0:00:00,66,22,46,14,2,1,3,1,41,4,5.7,2023
5462479,home,14866,Albirex Niigata,5,46,1,0,4,15,944,10,3,2,46,0,0,0,224,271,359,90,12,9,2,0,3,3,23,1,0.07,22.3,0.8433,17,13,14,5,3,6,3,0,4,6,2,1,2,17,6,11,35,16:10:00,103,0:09:00,53,13,50,32,21,50,32,29,0,0,3:49:00,1:49:00,2:14:00,4:04:00,2:17:00,1:55:00,0:00:00,0:00:00,37,12,27,8,3,0,0,3,54,26,14,12,9,2,0,3,3,23,1,0.07,22.3,0.8433,17,13,14,5,3,6,3,0,4,6,2,1,2,17,6,11,35,16:10:00,103,0:09:00,53,13,50,32,21,50,32,29,0,0,3:49:00,1:49:00,2:14:00,4:04:00,2:17:00,1:55:00,0:00:00,0:00:00,37,12,27,8,3,0,0,3,54,26,14,2023
5462479,away,19382,Brunei DPMM,0,0,0,0,0,19,990,11,4,4,0,0,0,0,148,572,180,90,19,14,9,0,1,3,33,1,0.143,15.1,2.717,23,34,9,6,8,4,1,0,5,15,5,3,10,19,10,9,65,"1 day, 5:30:00",106,0:16:00,71,25,50,68,79,50,68,71,0,0,3:45:00,3:48:00,8:17:00,4:08:00,4:54:00,4:36:00,0:00:00,0:00:00,65,19,48,13,1,2,2,4,31,15,4.6,19,14,9,0,1,3,33,1,0.143,15.1,2.717,23,34,9,6,8,4,1,0,5,15,5,3,10,19,10,9,65,"1 day, 5:30:00",106,0:16:00,71,25,50,68,79,50,68,71,0,0,3:45:00,3:48:00,8:17:00,4:08:00,4:54:00,4:36:00,0:00:00,0:00:00,65,19,48,13,1,2,2,4,31,15,4.6,2023
5462480,home,14869,Lion City Sailors,16,709,8,3,5,4,221,3,1,0,90,310,211,90,124,67,30,0,16,8,4,1,0,4,26,1,0.142,16.7,2.265,23,21,7,3,5,6,0,0,8,10,3,4,8,17,10,7,59,"1 day, 3:43:00",107,0:15:00,68,18,65,61,61,58,47,62,0,0,4:50:00,4:09:00,4:10:00,4:42:00,4:04:00,5:46:00,0:00:00,0:00:00,46,13,37,11,0,2,1,5,24,11,8.1,16,8,4,1,0,4,26,1,0.142,16.7,2.265,23,21,7,3,5,6,0,0,8,10,3,4,8,17,10,7,59,"1 day, 3:43:00",107,0:15:00,68,18,65,61,61,58,47,62,0,0,4:50:00,4:09:00,4:10:00,4:42:00,4:04:00,5:46:00,0:00:00,0:00:00,46,13,37,11,0,2,1,5,24,11,8.1,2023
5462480,away,19382,Brunei DPMM,0,0,0,0,0,19,990,11,4,4,0,0,0,0,108,568,224,90,15,7,6,0,1,3,31,3,0.11,16.6,1.653,17,19,8,8,2,2,2,1,4,13,6,2,8,22,17,5,41,19:27:00,106,0:11:00,52,17,35,39,39,42,53,38,0,0,2:35:00,2:39:00,2:37:00,3:24:00,4:40:00,3:29:00,0:00:00,0:00:00,34,14,20,6,1,2,4,5,41,12,10.5,15,7,6,0,1,3,31,3,0.11,16.6,1.653,17,19,8,8,2,2,2,1,4,13,6,2,8,22,17,5,41,19:27:00,106,0:11:00,52,17,35,39,39,42,53,38,0,0,2:35:00,2:39:00,2:37:00,3:24:00,4:40:00,3:29:00,0:00:00,0:00:00,34,14,20,6,1,2,4,5,41,12,10.5,2023
5462481,home,14873,Tanjong Pagar Utd,17,810,9,3,5,3,180,2,0,1,90,172,458,90,0,90,90,0,21,11,3,0,2,3,18,2,0.111,19.2,2.327,20,25,11,9,5,10,5,0,7,11,4,1,7,25,15,10,62,"1 day, 6:45:00",111,0:16:00,74,21,65,66,69,74,69,36,0,0,6:26:00,5:25:00,6:23:00,5:03:00,3:57:00,3:28:00,0:00:00,0:00:00,51,20,36,9,0,1,2,2,25,20,6.7,21,11,3,0,2,3,18,2,0.111,19.2,2.327,20,25,11,9,5,10,5,0,7,11,4,1,7,25,15,10,62,"1 day, 6:45:00",111,0:16:00,74,21,65,66,69,74,69,36,0,0,6:26:00,5:25:00,6:23:00,5:03:00,3:57:00,3:28:00,0:00:00,0:00:00,51,20,36,9,0,1,2,2,25,20,6.7,2023
5462481,away,14868,Tampines Rovers,17,726,8,3,6,3,270,3,0,0,115,350,171,90,90,90,90,0,6,11,0,0,3,3,5,1,0.087,16.7,0.5247,9,11,11,1,2,2,0,0,3,4,1,4,4,27,17,10,38,18:55:00,103,0:11:00,41,8,35,34,31,26,31,64,0,0,3:27:00,2:47:00,2:52:00,1:44:00,1:46:00,6:16:00,0:00:00,0:00:00,27,6,24,6,0,0,0,1,39,21,11.5,6,11,0,0,3,3,5,1,0.087,16.7,0.5247,9,11,11,1,2,2,0,0,3,4,1,4,4,27,17,10,38,18:55:00,103,0:11:00,41,8,35,34,31,26,31,64,0,0,3:27:00,2:47:00,2:52:00,1:44:00,1:46:00,6:16:00,0:00:00,0:00:00,27,6,24,6,0,0,0,1,39,21,11.5,2023
5462482,home,14875,Hougang United,17,720,8,2,7,3,270,3,0,0,90,270,270,90,180,0,90,0,13,9,6,1,2,1,25,0,0.048,19.5,0.6292,16,13,7,3,3,6,2,0,7,7,1,3,3,20,10,10,45,23:48:00,107,0:13:00,59,12,48,47,59,35,45,35,0,0,4:34:00,2:49:00,5:54:00,3:06:00,3:56:00,3:26:00,0:00:00,0:00:00,37,12,28,6,0,3,4,4,65,20,11.6,13,9,6,1,2,1,25,0,0.048,19.5,0.6292,16,13,7,3,3,6,2,0,7,7,1,3,3,20,10,10,45,23:48:00,107,0:13:00,59,12,48,47,59,35,45,35,0,0,4:34:00,2:49:00,5:54:00,3:06:00,3:56:00,3:26:00,0:00:00,0:00:00,37,12,28,6,0,3,4,4,65,20,11.6,2023
5462482,away,14870,Geylang International,15,677,8,4,3,3,270,3,0,0,149,211,227,90,0,180,90,0,23,8,7,0,4,3,33,2,0.065,20.8,1.493,13,19,8,6,9,11,3,1,7,12,3,2,6,28,14,14,55,"1 day, 5:12:00",114,0:15:00,60,18,52,53,41,65,55,65,0,0,4:52:00,3:13:00,4:01:00,5:53:00,4:51:00,6:19:00,0:00:00,0:00:00,46,21,31,14,2,2,3,4,50,16,10.2,23,8,7,0,4,3,33,2,0.065,20.8,1.493,13,19,8,6,9,11,3,1,7,12,3,2,6,28,14,14,55,"1 day, 5:12:00",114,0:15:00,60,18,52,53,41,65,55,65,0,0,4:52:00,3:13:00,4:01:00,5:53:00,4:51:00,6:19:00,0:00:00,0:00:00,46,21,31,14,2,2,3,4,50,16,10.2,2023
