matchid,homeawaystatus,teamid,teamname,local_count,local_mins,local_starters,local_sub,local_bench,foreign_count,foreign_mins,foreign_starters,foreign_sub,foreign_bench,local_forward_mins,local_midfield_mins,local_defender_mins,local_goalkeeper_mins,foreign_forward_mins,foreign_midfield_mins,foreign_defender_mins,foreign_goalkeeper_mins,shots,fouls,corners,redCards,yellowCards,offsides,dribbles,goals,xgPerShot,avgDistance,xg,progressiveRuns,touchesInBox,foulsSuffered,shotsOnTarget,shotsBlocked,shotsOutsideBox,shotsOutsideBoxOnTarget,shotsOnPost,shotsWide,shotsFromBox,shotsFromBoxOnTarget,freeKicks,shotsFromDangerZone,totalThrowIns,leftThrowIns,rightThrowIns,possessionPercent,purePossessionTime,possessionNumber,avgPossessionDuration,reachingOpponentHalf,reachingOpponentBox,possession1-15,possession16-30,possession31-45,possession46-60,possession61-75,possession76-90,possession91-105,possession106-120,minutesOfPossession1-15,minutesOfPossession16-30,minutesOfPossession31-45,minutesOfPossession46-60,minutesOfPossession61-75,minutesOfPossession76-90,minutesOfPossession91-105,minutesOfPossession106-120,totalshots,withShots,positionalAttack,positionalWithShots,counterAttacks,freeKicksWithShot,cornersWithShot,tackles,interceptions,clearances,ppda,oppo_shots,oppo_fouls,oppo_corners,oppo_redCards,oppo_yellowCards,oppo_offsides,oppo_dribbles,oppo_goals,oppo_xgPerShot,oppo_avgDistance,oppo_xg,oppo_progressiveRuns,oppo_touchesInBox,oppo_foulsSuffered,oppo_shotsOnTarget,oppo_shotsBlocked,oppo_shotsOutsideBox,oppo_shotsOutsideBoxOnTarget,oppo_shotsOnPost,oppo_shotsWide,oppo_shotsFromBox,oppo_shotsFromBoxOnTarget,oppo_freeKicks,oppo_shotsFromDangerZone,oppo_totalThrowIns,oppo_leftThrowIns,oppo_rightThrowIns,oppo_possessionPercent,oppo_purePossessionTime,oppo_possessionNumber,oppo_avgPossessionDuration,oppo_reachingOpponentHalf,oppo_reachingOpponentBox,oppo_possession1-15,oppo_possession16-30,oppo_possession31-45,oppo_possession46-60,oppo_possession61-75,oppo_possession76-90,oppo_possession91-105,oppo_possession106-120,oppo_minutesOfPossession1-15,oppo_minutesOfPossession16-30,oppo_minutesOfPossession31-45,oppo_minutesOfPossession46-60,oppo_minutesOfPossession61-75,oppo_minutesOfPossession76-90,oppo_minutesOfPossession91-105,oppo_minutesOfPossession106-120,oppo_totalshots,oppo_withShots,oppo_positionalAttack,oppo_positionalWithShots,oppo_counterAttacks,oppo_freeKicksWithShot,oppo_cornersWithShot,oppo_tackles,oppo_interceptions,oppo_clearances,oppo_ppda,season
5580403,home,14873,Tanjong Pagar Utd,12,454,5,3,4,6,536,6,0,0,4,90,270,90,176,270,90,0,13,11,5,0,1,2,22,3,0.085,20.2,1.107,8,26,9,5,4,6,1,1,3,7,4,1,5,16,6,10,53,"1 day, 4:13:00",97,0:17:00,64,18,50,56,52,51,46,61,0,0,5:03:00,5:04:00,4:48:00,3:50:00,4:15:00,5:10:00,0:00:00,0:00:00,50,12,39,7,1,1,3,0,49,12,13.4,13,11,5,0,1,2,22,3,0.085,20.2,1.107,8,26,9,5,4,6,1,1,3,7,4,1,5,16,6,10,53,"1 day, 4:13:00",97,0:17:00,64,18,50,56,52,51,46,61,0,0,5:03:00,5:04:00,4:48:00,3:50:00,4:15:00,5:10:00,0:00:00,0:00:00,50,12,39,7,1,1,3,0,49,12,13.4,2024
5580403,away,14869,Lion City Sailors,13,549,6,4,3,7,441,5,1,1,61,247,151,90,171,0,270,0,13,9,4,0,1,0,10,0,0.065,18,0.8509,9,12,10,2,4,4,0,0,7,9,2,3,6,13,5,8,47,"1 day, 1:24:00",98,0:15:00,53,11,50,44,48,49,54,39,0,0,5:03:00,4:01:00,4:22:00,3:42:00,4:57:00,3:16:00,0:00:00,0:00:00,33,12,23,9,1,2,1,7,51,22,16.7,13,9,4,0,1,0,10,0,0.065,18,0.8509,9,12,10,2,4,4,0,0,7,9,2,3,6,13,5,8,47,"1 day, 1:24:00",98,0:15:00,53,11,50,44,48,49,54,39,0,0,5:03:00,4:01:00,4:22:00,3:42:00,4:57:00,3:16:00,0:00:00,0:00:00,33,12,23,9,1,2,1,7,51,22,16.7,2024
5580404,home,14873,Tanjong Pagar Utd,14,403,5,3,6,6,543,6,0,0,58,122,133,90,183,270,90,0,14,7,3,1,1,3,22,2,0.189,19.9,2.65,16,14,8,3,2,7,1,0,9,7,2,3,6,11,4,7,49,23:26:00,83,0:16:00,46,12,39,44,57,61,51,42,0,0,3:56:00,3:17:00,5:16:00,4:32:00,3:37:00,2:44:00,0:00:00,0:00:00,38,11,22,5,2,2,1,2,31,10,17.3,14,7,3,1,1,3,22,2,0.189,19.9,2.65,16,14,8,3,2,7,1,0,9,7,2,3,6,11,4,7,49,23:26:00,83,0:16:00,46,12,39,44,57,61,51,42,0,0,3:56:00,3:17:00,5:16:00,4:32:00,3:37:00,2:44:00,0:00:00,0:00:00,38,11,22,5,2,2,1,2,31,10,17.3,2024
5580404,away,14866,Albirex Niigata,15,538,6,3,6,5,452,5,0,0,268,-10,190,90,90,182,180,0,12,9,3,0,2,3,20,1,0.078,17.5,0.9313,7,15,7,6,0,3,1,0,6,9,5,3,5,15,9,6,51,"1 day, 0:39:00",85,0:17:00,49,15,61,56,43,39,49,58,0,0,6:18:00,4:15:00,3:56:00,2:52:00,3:28:00,3:49:00,0:00:00,0:00:00,37,12,29,9,0,0,1,2,22,7,47.5,12,9,3,0,2,3,20,1,0.078,17.5,0.9313,7,15,7,6,0,3,1,0,6,9,5,3,5,15,9,6,51,"1 day, 0:39:00",85,0:17:00,49,15,61,56,43,39,49,58,0,0,6:18:00,4:15:00,3:56:00,2:52:00,3:28:00,3:49:00,0:00:00,0:00:00,37,12,29,9,0,0,1,2,22,7,47.5,2024
5580405,home,14869,Lion City Sailors,13,477,5,4,4,7,513,6,1,0,37,260,90,90,180,10,323,0,7,10,4,0,3,1,25,2,0.151,18.1,1.058,13,15,15,3,1,3,1,1,2,4,2,3,3,25,14,11,43,19:42:00,115,0:10:00,45,11,44,59,45,41,28,38,0,0,3:53:00,4:24:00,3:46:00,3:19:00,1:29:00,2:48:00,0:00:00,0:00:00,32,7,23,2,1,0,2,9,56,28,9.9,7,10,4,0,3,1,25,2,0.151,18.1,1.058,13,15,15,3,1,3,1,1,2,4,2,3,3,25,14,11,43,19:42:00,115,0:10:00,45,11,44,59,45,41,28,38,0,0,3:53:00,4:24:00,3:46:00,3:19:00,1:29:00,2:48:00,0:00:00,0:00:00,32,7,23,2,1,0,2,9,56,28,9.9,2024
5580405,away,14871,Balestier Khalsa,13,505,5,3,5,7,485,6,0,1,-3,58,360,90,270,215,0,0,24,15,8,0,4,2,30,4,0.126,19.3,3.022,12,29,10,11,4,11,3,0,9,13,8,0,8,22,9,13,57,"1 day, 1:52:00",117,0:13:00,77,24,56,41,55,59,72,62,0,0,4:52:00,3:01:00,4:38:00,4:52:00,3:53:00,4:34:00,0:00:00,0:00:00,54,23,37,13,1,0,3,2,53,17,5.7,24,15,8,0,4,2,30,4,0.126,19.3,3.022,12,29,10,11,4,11,3,0,9,13,8,0,8,22,9,13,57,"1 day, 1:52:00",117,0:13:00,77,24,56,41,55,59,72,62,0,0,4:52:00,3:01:00,4:38:00,4:52:00,3:53:00,4:34:00,0:00:00,0:00:00,54,23,37,13,1,0,3,2,53,17,5.7,2024
5580406,home,14868,Tampines Rovers,14,538,6,5,3,6,452,5,0,1,90,225,133,90,181,90,181,0,25,13,9,0,2,2,26,3,0.107,17.5,2.685,6,29,10,9,6,10,4,1,9,15,5,3,10,20,9,11,63,"1 day, 3:20:00",91,0:18:00,65,20,67,73,57,61,50,69,0,0,4:46:00,5:17:00,3:23:00,3:51:00,3:34:00,6:27:00,0:00:00,0:00:00,47,22,28,14,0,3,5,5,28,6,6.1,25,13,9,0,2,2,26,3,0.107,17.5,2.685,6,29,10,9,6,10,4,1,9,15,5,3,10,20,9,11,63,"1 day, 3:20:00",91,0:18:00,65,20,67,73,57,61,50,69,0,0,4:46:00,5:17:00,3:23:00,3:51:00,3:34:00,6:27:00,0:00:00,0:00:00,47,22,28,14,0,3,5,5,28,6,6.1,2024
5580406,away,19382,Brunei DPMM,0,0,0,0,0,20,1043,11,3,6,0,0,0,0,286,461,206,90,7,10,5,0,0,3,16,0,0.049,25.5,0.345,11,9,12,0,4,4,0,0,3,3,0,2,0,11,8,3,37,15:46:00,90,0:10:00,43,8,33,27,43,39,50,31,0,0,2:18:00,1:55:00,2:33:00,2:29:00,3:36:00,2:51:00,0:00:00,0:00:00,20,7,9,4,2,0,1,1,35,15,32.3,7,10,5,0,0,3,16,0,0.049,25.5,0.345,11,9,12,0,4,4,0,0,3,3,0,2,0,11,8,3,37,15:46:00,90,0:10:00,43,8,33,27,43,39,50,31,0,0,2:18:00,1:55:00,2:33:00,2:29:00,3:36:00,2:51:00,0:00:00,0:00:00,20,7,9,4,2,0,1,1,35,15,32.3,2024
5580407,home,14867,Young Lions,16,630,7,4,5,4,360,4,0,0,163,92,285,90,90,180,90,0,18,11,10,0,4,0,37,2,0.1,17.2,1.806,13,22,11,7,4,6,3,0,7,12,4,2,8,25,17,8,54,"1 day, 1:22:00",104,0:14:00,65,20,58,42,56,50,72,54,0,0,4:58:00,2:57:00,4:17:00,4:10:00,3:48:00,5:10:00,0:00:00,0:00:00,43,17,26,11,0,1,2,3,38,12,8.7,18,11,10,0,4,0,37,2,0.1,17.2,1.806,13,22,11,7,4,6,3,0,7,12,4,2,8,25,17,8,54,"1 day, 1:22:00",104,0:14:00,65,20,58,42,56,50,72,54,0,0,4:58:00,2:57:00,4:17:00,4:10:00,3:48:00,5:10:00,0:00:00,0:00:00,43,17,26,11,0,1,2,3,38,12,8.7,2024
5580407,away,14875,Hougang United,14,486,5,5,4,6,504,6,0,0,65,105,226,90,159,90,255,0,10,11,2,0,0,4,20,2,0.103,17.5,1.029,13,15,11,4,2,4,0,0,4,6,4,4,4,20,8,12,46,21:11:00,109,0:11:00,56,11,42,58,44,50,28,46,0,0,3:39:00,4:06:00,3:22:00,4:11:00,1:30:00,4:21:00,0:00:00,0:00:00,41,10,29,2,1,2,1,8,42,29,11.5,10,11,2,0,0,4,20,2,0.103,17.5,1.029,13,15,11,4,2,4,0,0,4,6,4,4,4,20,8,12,46,21:11:00,109,0:11:00,56,11,42,58,44,50,28,46,0,0,3:39:00,4:06:00,3:22:00,4:11:00,1:30:00,4:21:00,0:00:00,0:00:00,41,10,29,2,1,2,1,8,42,29,11.5,2024
5580408,home,14866,Albirex Niigata,16,638,7,5,4,4,352,4,0,0,301,75,172,90,90,82,180,0,10,12,2,0,2,2,11,7,0.208,16.7,2.081,13,14,10,8,1,4,2,0,1,6,6,1,4,23,11,12,42,20:48:00,96,0:13:00,40,12,49,41,44,39,38,42,0,0,3:32:00,3:33:00,3:21:00,3:24:00,2:56:00,3:58:00,0:00:00,0:00:00,28,10,19,8,1,0,0,2,48,11,12.5,10,12,2,0,2,2,11,7,0.208,16.7,2.081,13,14,10,8,1,4,2,0,1,6,6,1,4,23,11,12,42,20:48:00,96,0:13:00,40,12,49,41,44,39,38,42,0,0,3:32:00,3:33:00,3:21:00,3:24:00,2:56:00,3:58:00,0:00:00,0:00:00,28,10,19,8,1,0,0,2,48,11,12.5,2024
5580408,away,14871,Balestier Khalsa,14,540,6,2,6,6,450,5,1,0,24,44,382,90,283,167,0,0,10,10,4,0,2,3,12,2,0.218,14.5,2.182,9,17,11,4,2,2,1,0,4,8,3,4,5,22,9,13,58,"1 day, 4:52:00",101,0:17:00,64,14,51,59,56,61,62,58,0,0,3:45:00,5:07:00,4:20:00,5:14:00,4:53:00,5:31:00,0:00:00,0:00:00,51,10,38,5,0,2,0,2,29,11,7.7,10,10,4,0,2,3,12,2,0.218,14.5,2.182,9,17,11,4,2,2,1,0,4,8,3,4,5,22,9,13,58,"1 day, 4:52:00",101,0:17:00,64,14,51,59,56,61,62,58,0,0,3:45:00,5:07:00,4:20:00,5:14:00,4:53:00,5:31:00,0:00:00,0:00:00,51,10,38,5,0,2,0,2,29,11,7.7,2024
5580409,home,14868,Tampines Rovers,14,559,6,5,3,6,431,5,0,1,90,215,164,90,161,90,180,0,9,10,12,0,0,2,23,0,0.116,15.5,1.042,19,15,3,0,4,3,0,0,5,6,0,0,3,21,11,10,51,"1 day, 2:13:00",101,0:15:00,63,15,50,39,59,65,62,39,0,0,3:20:00,3:40:00,6:49:00,3:53:00,4:30:00,4:00:00,0:00:00,0:00:00,52,9,38,6,0,0,2,2,34,7,13,9,10,12,0,0,2,23,0,0.116,15.5,1.042,19,15,3,0,4,3,0,0,5,6,0,0,3,21,11,10,51,"1 day, 2:13:00",101,0:15:00,63,15,50,39,59,65,62,39,0,0,3:20:00,3:40:00,6:49:00,3:53:00,4:30:00,4:00:00,0:00:00,0:00:00,52,9,38,6,0,0,2,2,34,7,13,2024
5580409,away,14869,Lion City Sailors,13,494,6,3,4,7,496,5,2,0,90,203,111,90,165,25,306,0,15,3,6,0,2,0,13,5,0.168,15.1,2.516,15,24,10,8,3,3,1,0,4,12,7,0,6,22,10,12,49,"1 day, 0:49:00",100,0:14:00,52,21,50,61,41,35,38,61,0,0,3:20:00,5:42:00,4:40:00,2:05:00,2:46:00,6:14:00,0:00:00,0:00:00,37,15,26,10,2,0,2,7,41,26,19.9,15,3,6,0,2,0,13,5,0.168,15.1,2.516,15,24,10,8,3,3,1,0,4,12,7,0,6,22,10,12,49,"1 day, 0:49:00",100,0:14:00,52,21,50,61,41,35,38,61,0,0,3:20:00,5:42:00,4:40:00,2:05:00,2:46:00,6:14:00,0:00:00,0:00:00,37,15,26,10,2,0,2,7,41,26,19.9,2024
5580411,home,14875,Hougang United,14,550,6,4,4,6,440,5,1,0,10,180,270,90,170,90,180,0,17,16,3,0,4,2,27,1,0.079,21.9,1.342,13,23,6,8,2,8,4,1,6,9,4,2,5,32,10,22,50,21:17:00,115,0:11:00,69,16,48,46,52,59,53,45,0,0,2:58:00,3:57:00,3:18:00,4:13:00,2:42:00,4:07:00,0:00:00,0:00:00,50,15,42,11,0,2,1,8,53,17,6.3,17,16,3,0,4,2,27,1,0.079,21.9,1.342,13,23,6,8,2,8,4,1,6,9,4,2,5,32,10,22,50,21:17:00,115,0:11:00,69,16,48,46,52,59,53,45,0,0,2:58:00,3:57:00,3:18:00,4:13:00,2:42:00,4:07:00,0:00:00,0:00:00,50,15,42,11,0,2,1,8,53,17,6.3,2024
5580411,away,19382,Brunei DPMM,0,0,0,0,0,19,988,11,4,4,0,0,0,0,244,589,65,90,8,7,7,0,4,1,25,1,0.181,17,1.45,10,13,14,3,2,3,1,0,3,5,2,5,4,20,12,8,50,21:16:00,120,0:10:00,50,9,52,54,48,41,47,55,0,0,3:14:00,4:38:00,3:06:00,2:52:00,2:24:00,5:00:00,0:00:00,0:00:00,28,5,21,2,3,3,1,8,40,23,9.1,8,7,7,0,4,1,25,1,0.181,17,1.45,10,13,14,3,2,3,1,0,3,5,2,5,4,20,12,8,50,21:16:00,120,0:10:00,50,9,52,54,48,41,47,55,0,0,3:14:00,4:38:00,3:06:00,2:52:00,2:24:00,5:00:00,0:00:00,0:00:00,28,5,21,2,3,3,1,8,40,23,9.1,2024
5580412,home,14867,Young Lions,15,648,7,5,3,5,342,4,0,1,125,163,270,90,90,162,90,0,12,9,8,0,1,0,23,0,0.061,21.9,0.7355,21,18,3,3,4,7,3,0,5,5,0,0,3,17,6,11,51,"1 day, 7:03:00",90,0:20:00,54,16,42,57,37,61,58,57,0,0,3:19:00,5:30:00,4:46:00,5:21:00,5:53:00,6:11:00,0:00:00,0:00:00,40,12,31,7,0,0,4,1,40,14,26.7,12,9,8,0,1,0,23,0,0.061,21.9,0.7355,21,18,3,3,4,7,3,0,5,5,0,0,3,17,6,11,51,"1 day, 7:03:00",90,0:20:00,54,16,42,57,37,61,58,57,0,0,3:19:00,5:30:00,4:46:00,5:21:00,5:53:00,6:11:00,0:00:00,0:00:00,40,12,31,7,0,0,4,1,40,14,26.7,2024
5580412,away,14869,Lion City Sailors,13,455,5,5,3,7,535,6,0,1,85,190,90,90,180,85,270,0,14,3,3,0,0,0,13,6,0.181,14.9,2.53,22,23,8,8,4,4,0,0,2,10,8,0,10,12,6,6,49,"1 day, 5:15:00",88,0:19:00,53,16,58,43,63,39,42,43,0,0,4:32:00,4:06:00,8:06:00,3:25:00,4:21:00,4:44:00,0:00:00,0:00:00,41,14,31,9,1,0,2,4,41,21,20.5,14,3,3,0,0,0,13,6,0.181,14.9,2.53,22,23,8,8,4,4,0,0,2,10,8,0,10,12,6,6,49,"1 day, 5:15:00",88,0:19:00,53,16,58,43,63,39,42,43,0,0,4:32:00,4:06:00,8:06:00,3:25:00,4:21:00,4:44:00,0:00:00,0:00:00,41,14,31,9,1,0,2,4,41,21,20.5,2024
5580413,home,14866,Albirex Niigata,16,630,7,3,6,4,360,4,0,0,285,75,180,90,90,90,180,0,14,12,5,0,1,2,26,1,0.095,15.9,1.324,17,27,8,7,2,2,0,1,4,12,7,1,4,18,14,4,41,20:43:00,95,0:13:00,64,22,45,42,51,42,37,32,0,0,3:57:00,3:40:00,4:16:00,2:51:00,3:17:00,2:40:00,0:00:00,0:00:00,38,14,29,9,0,0,2,3,30,14,14,14,12,5,0,1,2,26,1,0.095,15.9,1.324,17,27,8,7,2,2,0,1,4,12,7,1,4,18,14,4,41,20:43:00,95,0:13:00,64,22,45,42,51,42,37,32,0,0,3:57:00,3:40:00,4:16:00,2:51:00,3:17:00,2:40:00,0:00:00,0:00:00,38,14,29,9,0,0,2,3,30,14,14,2024
5580413,away,14875,Hougang United,14,452,5,2,7,6,538,6,0,0,14,168,180,90,178,90,270,0,8,9,4,0,1,1,25,0,0.104,17,0.8327,12,11,12,4,0,2,1,0,4,6,3,5,4,16,7,9,59,"1 day, 5:22:00",99,0:17:00,52,9,55,58,49,58,63,68,0,0,4:55:00,5:04:00,4:03:00,3:51:00,5:38:00,5:48:00,0:00:00,0:00:00,34,7,23,2,1,3,2,3,36,11,8.8,8,9,4,0,1,1,25,0,0.104,17,0.8327,12,11,12,4,0,2,1,0,4,6,3,5,4,16,7,9,59,"1 day, 5:22:00",99,0:17:00,52,9,55,58,49,58,63,68,0,0,4:55:00,5:04:00,4:03:00,3:51:00,5:38:00,5:48:00,0:00:00,0:00:00,34,7,23,2,1,3,2,3,36,11,8.8,2024
5580414,home,14868,Tampines Rovers,14,542,6,4,4,6,448,5,0,1,80,196,176,90,178,90,180,0,17,15,7,0,3,2,23,2,0.11,19.2,1.862,15,35,11,5,7,8,3,1,4,9,2,2,7,11,4,7,53,"1 day, 0:35:00",101,0:14:00,67,28,68,63,35,47,58,50,0,0,6:35:00,5:06:00,3:37:00,3:08:00,1:54:00,4:13:00,0:00:00,0:00:00,49,17,32,11,0,1,2,7,31,8,8,17,15,7,0,3,2,23,2,0.11,19.2,1.862,15,35,11,5,7,8,3,1,4,9,2,2,7,11,4,7,53,"1 day, 0:35:00",101,0:14:00,67,28,68,63,35,47,58,50,0,0,6:35:00,5:06:00,3:37:00,3:08:00,1:54:00,4:13:00,0:00:00,0:00:00,49,17,32,11,0,1,2,7,31,8,8,2024
5580414,away,14870,Geylang International,14,467,5,3,6,6,523,6,0,0,90,107,180,90,90,253,180,0,18,12,3,0,2,1,36,2,0.051,21.6,0.9254,11,19,12,6,3,9,3,1,8,9,3,3,4,10,5,5,47,22:04:00,103,0:12:00,56,16,32,37,65,53,42,50,0,0,3:07:00,2:59:00,6:45:00,3:31:00,1:24:00,4:14:00,0:00:00,0:00:00,38,17,22,6,1,2,3,4,47,16,9.4,18,12,3,0,2,1,36,2,0.051,21.6,0.9254,11,19,12,6,3,9,3,1,8,9,3,3,4,10,5,5,47,22:04:00,103,0:12:00,56,16,32,37,65,53,42,50,0,0,3:07:00,2:59:00,6:45:00,3:31:00,1:24:00,4:14:00,0:00:00,0:00:00,38,17,22,6,1,2,3,4,47,16,9.4,2024
5580415,home,14873,Tanjong Pagar Utd,14,450,5,2,7,6,540,6,0,0,25,155,180,90,90,270,180,0,18,10,8,0,1,1,30,5,0.175,17.9,3.158,16,32,7,10,6,7,2,1,1,11,8,1,9,17,8,9,51,"1 day, 3:13:00",107,0:15:00,65,20,54,48,56,37,58,50,0,0,4:12:00,5:04:00,5:28:00,2:36:00,5:16:00,4:34:00,0:00:00,0:00:00,50,16,36,9,3,1,2,4,34,12,10.7,18,10,8,0,1,1,30,5,0.175,17.9,3.158,16,32,7,10,6,7,2,1,1,11,8,1,9,17,8,9,51,"1 day, 3:13:00",107,0:15:00,65,20,54,48,56,37,58,50,0,0,4:12:00,5:04:00,5:28:00,2:36:00,5:16:00,4:34:00,0:00:00,0:00:00,50,16,36,9,3,1,2,4,34,12,10.7,2024
5580415,away,14871,Balestier Khalsa,14,544,6,2,6,6,446,5,0,1,4,90,360,90,270,176,0,0,19,8,4,0,0,1,24,2,0.12,20.2,2.277,14,17,7,9,5,11,6,1,3,8,3,1,4,16,9,7,49,"1 day, 2:22:00",107,0:14:00,69,13,46,52,44,63,42,50,0,0,3:34:00,5:29:00,4:21:00,4:32:00,3:49:00,4:36:00,0:00:00,0:00:00,41,18,33,14,1,1,2,4,53,14,10.8,19,8,4,0,0,1,24,2,0.12,20.2,2.277,14,17,7,9,5,11,6,1,3,8,3,1,4,16,9,7,49,"1 day, 2:22:00",107,0:14:00,69,13,46,52,44,63,42,50,0,0,3:34:00,5:29:00,4:21:00,4:32:00,3:49:00,4:36:00,0:00:00,0:00:00,41,18,33,14,1,1,2,4,53,14,10.8,2024
5433917,home,14867,Young Lions,18,856,10,3,5,2,134,1,1,0,0,351,415,90,0,0,90,0,19,9,5,1,3,2,28,4,0.169,15.9,3.214,22,17,11,9,3,7,3,0,7,12,6,4,9,37,18,19,55,22:11:00,125,0:10:00,71,14,56,46,75,54,63,38,0,0,3:39:00,2:28:00,5:58:00,4:02:00,3:08:00,2:53:00,0:00:00,0:00:00,51,17,37,9,1,3,3,2,52,12,6.4,19,9,5,1,3,2,28,4,0.169,15.9,3.214,22,17,11,9,3,7,3,0,7,12,6,4,9,37,18,19,55,22:11:00,125,0:10:00,71,14,56,46,75,54,63,38,0,0,3:39:00,2:28:00,5:58:00,4:02:00,3:08:00,2:53:00,0:00:00,0:00:00,51,17,37,9,1,3,3,2,52,12,6.4,2023
5433917,away,14870,Geylang International,16,639,7,1,8,4,360,4,0,0,62,397,90,90,0,270,90,0,13,13,7,0,1,3,18,2,0.055,20.2,0.7192,2,17,9,5,4,8,3,0,4,5,2,2,4,24,13,11,45,17:55:00,115,0:09:00,51,12,44,54,25,46,37,62,0,0,2:51:00,2:57:00,2:01:00,3:25:00,1:52:00,4:46:00,0:00:00,0:00:00,30,13,19,8,1,1,1,2,71,16,6.6,13,13,7,0,1,3,18,2,0.055,20.2,0.7192,2,17,9,5,4,8,3,0,4,5,2,2,4,24,13,11,45,17:55:00,115,0:09:00,51,12,44,54,25,46,37,62,0,0,2:51:00,2:57:00,2:01:00,3:25:00,1:52:00,4:46:00,0:00:00,0:00:00,30,13,19,8,1,1,1,2,71,16,6.6,2023
5433918,home,14869,Lion City Sailors,17,734,8,5,4,3,274,3,0,0,14,268,362,90,182,92,0,0,14,7,3,0,3,1,28,3,0.125,18,1.75,16,30,10,5,2,6,1,2,5,8,4,4,7,23,13,10,62,"1 day, 4:37:00",104,0:16:00,61,20,54,65,58,65,72,64,0,0,5:16:00,3:21:00,4:09:00,5:06:00,4:03:00,6:39:00,0:00:00,0:00:00,40,13,25,7,5,2,1,4,23,10,11.4,14,7,3,0,3,1,28,3,0.125,18,1.75,16,30,10,5,2,6,1,2,5,8,4,4,7,23,13,10,62,"1 day, 4:37:00",104,0:16:00,61,20,54,65,58,65,72,64,0,0,5:16:00,3:21:00,4:09:00,5:06:00,4:03:00,6:39:00,0:00:00,0:00:00,40,13,25,7,5,2,1,4,23,10,11.4,2023
5433918,away,19382,Brunei DPMM,0,0,0,0,0,19,1007,11,4,4,0,0,0,0,110,549,258,90,13,10,4,0,0,3,19,1,0.131,18.4,1.704,4,11,7,6,3,7,2,0,4,6,4,2,5,21,8,13,38,17:26:00,101,0:10:00,56,10,46,35,42,35,28,36,0,0,4:29:00,1:48:00,3:02:00,2:43:00,1:34:00,3:47:00,0:00:00,0:00:00,36,13,26,9,0,0,2,7,52,25,13.2,13,10,4,0,0,3,19,1,0.131,18.4,1.704,4,11,7,6,3,7,2,0,4,6,4,2,5,21,8,13,38,17:26:00,101,0:10:00,56,10,46,35,42,35,28,36,0,0,4:29:00,1:48:00,3:02:00,2:43:00,1:34:00,3:47:00,0:00:00,0:00:00,36,13,26,9,0,0,2,7,52,25,13.2,2023
5433919,home,14873,Tanjong Pagar Utd,16,665,8,5,3,4,270,3,0,1,68,71,436,90,90,90,90,0,5,10,1,0,3,1,13,0,0.042,27.3,0.2113,5,4,10,1,0,4,1,0,4,1,0,3,0,10,3,7,29,12:57:00,91,0:08:00,41,4,25,25,33,30,21,44,0,0,2:11:00,2:22:00,2:13:00,2:20:00,1:27:00,2:21:00,0:00:00,0:00:00,20,5,13,3,1,1,0,1,42,15,15.9,5,10,1,0,3,1,13,0,0.042,27.3,0.2113,5,4,10,1,0,4,1,0,4,1,0,3,0,10,3,7,29,12:57:00,91,0:08:00,41,4,25,25,33,30,21,44,0,0,2:11:00,2:22:00,2:13:00,2:20:00,1:27:00,2:21:00,0:00:00,0:00:00,20,5,13,3,1,1,0,1,42,15,15.9,2023
5433919,away,14868,Tampines Rovers,15,604,7,4,4,4,360,4,0,0,98,268,148,90,90,90,180,0,9,11,9,1,2,4,26,2,0.141,13.6,1.273,10,23,10,2,3,3,0,1,3,6,2,1,5,25,10,15,71,"1 day, 8:02:00",114,0:16:00,65,18,75,75,67,70,79,56,0,0,6:28:00,7:13:00,4:25:00,5:23:00,5:34:00,2:57:00,0:00:00,0:00:00,52,9,39,6,1,0,1,1,30,8,5.7,9,11,9,1,2,4,26,2,0.141,13.6,1.273,10,23,10,2,3,3,0,1,3,6,2,1,5,25,10,15,71,"1 day, 8:02:00",114,0:16:00,65,18,75,75,67,70,79,56,0,0,6:28:00,7:13:00,4:25:00,5:23:00,5:34:00,2:57:00,0:00:00,0:00:00,52,9,39,6,1,0,1,1,30,8,5.7,2023
5433920,home,14867,Young Lions,17,720,8,4,5,3,270,3,0,0,0,376,254,90,0,90,90,0,14,13,3,0,0,2,21,3,0.192,17.4,2.689,14,19,11,6,2,9,3,0,6,5,3,1,4,28,10,18,53,"1 day, 3:32:00",123,0:13:00,64,16,53,47,70,59,52,44,0,0,3:45:00,4:20:00,5:22:00,5:06:00,4:13:00,4:43:00,0:00:00,0:00:00,40,13,26,9,1,1,0,5,37,13,7.2,14,13,3,0,0,2,21,3,0.192,17.4,2.689,14,19,11,6,2,9,3,0,6,5,3,1,4,28,10,18,53,"1 day, 3:32:00",123,0:13:00,64,16,53,47,70,59,52,44,0,0,3:45:00,4:20:00,5:22:00,5:06:00,4:13:00,4:43:00,0:00:00,0:00:00,40,13,26,9,1,1,0,5,37,13,7.2,2023
